,index,title,pubDate,guid,link,description
441,13322,How unproven Tyre Nichols rumour fits victim-blaming pattern,"Thu, 02 Feb 2023 17:29:58 GMT",https://www.bbc.co.uk/news/world-us-canada-64404830,https://www.bbc.co.uk/news/world-us-canada-64404830?at_medium=RSS&at_campaign=KARANGA,Experts say there is a pattern of false allegations directed towards victims of police brutality.
442,7328,Artemis: Nasa will try to launch Moon rocket on Saturday,"Wed, 31 Aug 2022 00:16:32 GMT",https://www.bbc.co.uk/news/science-environment-62733267,https://www.bbc.co.uk/news/science-environment-62733267?at_medium=RSS&at_campaign=KARANGA,"After Monday's postponement, the US space agency thinks it has a strategy to launch at the weekend."
443,4597,El Sistema: How a Venezuelan music scheme changed Raploch,"Thu, 23 Jun 2022 16:05:00 GMT",https://www.bbc.co.uk/news/entertainment-arts-61900376,https://www.bbc.co.uk/news/entertainment-arts-61900376?at_medium=RSS&at_campaign=KARANGA,Did music really change lives on one of Scotland's most deprived estates?
444,6909,Quiz of the week: Who did the Oscars apologise to this week?,"Thu, 18 Aug 2022 16:01:40 GMT",https://www.bbc.co.uk/news/world-62590357,https://www.bbc.co.uk/news/world-62590357?at_medium=RSS&at_campaign=KARANGA,How closely have you been paying attention to what's been going on over the past seven days?
445,1669,Online porn: 'My pupils ask me about violence',"Tue, 12 Apr 2022 23:46:22 GMT",https://www.bbc.co.uk/news/education-61045514,https://www.bbc.co.uk/news/education-61045514?at_medium=RSS&at_campaign=KARANGA,Teachers are debating how best to tackle pornography and its impact on children - and staff.
446,6749,Independence Day: How Chicago Radio became the voice of India's freedom,"Mon, 15 Aug 2022 00:00:34 GMT",https://www.bbc.co.uk/news/world-asia-india-62390087,https://www.bbc.co.uk/news/world-asia-india-62390087?at_medium=RSS&at_campaign=KARANGA,"For two decades, Mumbai-based Chicago Radio became synonymous with India's freedom struggle."
447,5977,Gorgosaurus: Ancient dinosaur skeleton sells for $6m at auction,"Thu, 28 Jul 2022 21:09:36 GMT",https://www.bbc.co.uk/news/world-us-canada-62339887,https://www.bbc.co.uk/news/world-us-canada-62339887?at_medium=RSS&at_campaign=KARANGA,"The Gorgosaurus - a ""fiercer"" cousin of the T-rex - is the first of its kind sold to a private buyer."
448,10241,Sikh prayer books return to military after 100 years,"Thu, 10 Nov 2022 01:57:01 GMT",https://www.bbc.co.uk/news/uk-63547209,https://www.bbc.co.uk/news/uk-63547209?at_medium=RSS&at_campaign=KARANGA,Nitnem Gutkas are issued by the UK Defence Sikh Network at a ceremony in London.
449,11824,"World Cup 2022: Elation in Argentina, sorrow in France - fans react","Sun, 18 Dec 2022 20:38:46 GMT",https://www.bbc.co.uk/news/world-64018472,https://www.bbc.co.uk/news/world-64018472?at_medium=RSS&at_campaign=KARANGA,"The party has only just started in Buenos Aires, but in Paris the crowds have already gone home."
450,1468,St David Awards: Merthyr litter picker Daniel Lewis honoured,"Thu, 07 Apr 2022 20:53:56 GMT",https://www.bbc.co.uk/news/uk-wales-61026517,https://www.bbc.co.uk/news/uk-wales-61026517?at_medium=RSS&at_campaign=KARANGA,"Daniel Lewis, 17, is inspiring other young people to tackle the problem in his home town."
451,1793,Ukraine's battle for control of its skies,"Thu, 14 Apr 2022 23:00:05 GMT",https://www.bbc.co.uk/news/world-europe-61106245,https://www.bbc.co.uk/news/world-europe-61106245?at_medium=RSS&at_campaign=KARANGA,"A Ukrainian air defence officer tells the BBC: ""Whoever dominates the air wins the war."""
452,11163,Brit nominee Pa Salieu jailed for Coventry violent disorder,"Fri, 02 Dec 2022 20:31:52 GMT",https://www.bbc.co.uk/news/uk-england-coventry-warwickshire-63838932,https://www.bbc.co.uk/news/uk-england-coventry-warwickshire-63838932?at_medium=RSS&at_campaign=KARANGA,Brit nominee Pa Salieu attacked a man in Coventry shortly after his best friend was stabbed to death.
453,8814,NI politics: Is another Stormont election a certainty?,"Thu, 06 Oct 2022 23:01:53 GMT",https://www.bbc.co.uk/news/uk-northern-ireland-63159757,https://www.bbc.co.uk/news/uk-northern-ireland-63159757?at_medium=RSS&at_campaign=KARANGA,"Three weeks before a crucial deadline, BBC News NI examines the options facing the NI secretary."
454,15106,Rishi Sunak promises anti-social behaviour crackdown,"Sat, 25 Mar 2023 23:24:42 GMT",https://www.bbc.co.uk/news/uk-65077271,https://www.bbc.co.uk/news/uk-65077271?at_medium=RSS&at_campaign=KARANGA,New plans will aim to have people repair damage they cause within 48 hours of being given an order.
455,1516,Kenyan climber joins first all-black team attempting Mount Everest,"Fri, 08 Apr 2022 23:41:05 GMT",https://www.bbc.co.uk/news/world-africa-61035711,https://www.bbc.co.uk/news/world-africa-61035711?at_medium=RSS&at_campaign=KARANGA,Kenya's James Kagambi is the oldest in a group out to inspire black people to take up mountaineering.
456,4131,French election: Left surge threatens Macron majority in France,"Sun, 12 Jun 2022 22:30:18 GMT",https://www.bbc.co.uk/news/world-europe-61777756,https://www.bbc.co.uk/news/world-europe-61777756?at_medium=RSS&at_campaign=KARANGA,A strong showing by a left-green alliance jeopardises the French president's parliamentary majority.
457,3319,NHS mental health trust sets up food bank for staff,"Mon, 23 May 2022 15:45:31 GMT",https://www.bbc.co.uk/news/uk-england-norfolk-61551457,https://www.bbc.co.uk/news/uk-england-norfolk-61551457?at_medium=RSS&at_campaign=KARANGA,Other trusts start similar initiatives over fears staff are struggling with rising prices.
458,6632,Carrot ice lollies keeping animals cool in heatwave,"Thu, 11 Aug 2022 05:13:21 GMT",https://www.bbc.co.uk/news/uk-england-coventry-warwickshire-62491654,https://www.bbc.co.uk/news/uk-england-coventry-warwickshire-62491654?at_medium=RSS&at_campaign=KARANGA,"More shade, extra fans and ice blocks are also being used at Hatton Country World near Warwick."
459,1157,Warning of fresh energy bill shock in October as prices rise again,"Fri, 01 Apr 2022 17:26:00 GMT",https://www.bbc.co.uk/news/business-60959357,https://www.bbc.co.uk/news/business-60959357?at_medium=RSS&at_campaign=KARANGA,"A typical annual energy bill could be as high as £2,600 by October, warns consultancy Cornwall Insight."
460,12742,Everton: A day of hope ends in despair as pressure increases for Frank Lampard,"Sat, 14 Jan 2023 19:54:43 GMT",https://www.bbc.co.uk/sport/football/64277926,https://www.bbc.co.uk/sport/football/64277926?at_medium=RSS&at_campaign=KARANGA,Saturday was a chance for Everton to turn their season around but ultimately delivered arguably their lowest point in another dismal campaign.
461,13387,Lib Dems call for higher pay for social care staff,"Sun, 05 Feb 2023 00:09:09 GMT",https://www.bbc.co.uk/news/uk-politics-64509982,https://www.bbc.co.uk/news/uk-politics-64509982?at_medium=RSS&at_campaign=KARANGA,"Sir Ed Davey says a higher minimum wage for the sector would help prevent an ""exodus"" to better paid jobs."
462,15015,Why is UK inflation higher than other countries?,"Wed, 22 Mar 2023 14:52:39 GMT",https://www.bbc.co.uk/news/business-65037292,https://www.bbc.co.uk/news/business-65037292?at_medium=RSS&at_campaign=KARANGA,February's shock rise in inflation figure means the UK now has the highest rate among major economies.
463,1672,Why Nigeria's historic dye pits in Kano risk closure,"Wed, 13 Apr 2022 00:27:14 GMT",https://www.bbc.co.uk/news/world-africa-61066957,https://www.bbc.co.uk/news/world-africa-61066957?at_medium=RSS&at_campaign=KARANGA,"They once dressed ""the blue men of the desert"", but modern tastes and insecurity could spell their end."
464,12314,Sound Of 2023: Cat Burns went from busking to a platinum record,"Mon, 02 Jan 2023 00:10:08 GMT",https://www.bbc.co.uk/news/entertainment-arts-64002162,https://www.bbc.co.uk/news/entertainment-arts-64002162?at_medium=RSS&at_campaign=KARANGA,"The singer, whose single Go went platinum this year, takes fourth place in the BBC Sound Of 2023."
465,11944,Firms 'banging heads against wall' over post-Brexit trade,"Wed, 21 Dec 2022 22:31:31 GMT",https://www.bbc.co.uk/news/business-64052849,https://www.bbc.co.uk/news/business-64052849?at_medium=RSS&at_campaign=KARANGA,"Two years after post-Brexit trading began with the EU, UK businesses feel frustrated, says BCC."
466,911,War in Ukraine: Change of emphasis or admission of failure by Moscow?,"Fri, 25 Mar 2022 20:18:56 GMT",https://www.bbc.co.uk/news/world-europe-60882156,https://www.bbc.co.uk/news/world-europe-60882156?at_medium=RSS&at_campaign=KARANGA,"Moscow now says the main aim is to ""liberate"" eastern Ukraine - a change of emphasis or more?"
467,3962,Ben Earl: Saracens flanker named Premiership player of season,"Tue, 07 Jun 2022 21:30:02 GMT",https://www.bbc.co.uk/sport/rugby-union/61726416,https://www.bbc.co.uk/sport/rugby-union/61726416?at_medium=RSS&at_campaign=KARANGA,Saracens flanker Ben Earl is named as the Premiership player of the season after playing a key role in their title bid.
468,12867,Crystal Palace 1-1 Manchester United: Michael Olise scores late equaliser as United miss chance to go second,"Wed, 18 Jan 2023 22:53:58 GMT",https://www.bbc.co.uk/sport/football/62784292,https://www.bbc.co.uk/sport/football/62784292?at_medium=RSS&at_campaign=KARANGA,Crystal Palace's Michael Olise scores a stunning last-minute free-kick to deny Manchester United a victory.
469,14083,Young Nigerians pin hopes on presidential outsider,"Thu, 23 Feb 2023 12:01:40 GMT",https://www.bbc.co.uk/news/world-africa-64719408,https://www.bbc.co.uk/news/world-africa-64719408?at_medium=RSS&at_campaign=KARANGA,"Some 40% of Nigeria's voters are under 35, and many want change after years of misrule."
470,6479,Cost of living: How you can save money on pet care,"Mon, 08 Aug 2022 10:34:43 GMT",https://www.bbc.co.uk/news/newsbeat-62266497,https://www.bbc.co.uk/news/newsbeat-62266497?at_medium=RSS&at_campaign=KARANGA,We've been speaking to a few experts who have given animal lovers their top tips on saving money.
471,11069,Is attacking Ukraine's power grid a war crime?,"Thu, 01 Dec 2022 00:20:28 GMT",https://www.bbc.co.uk/news/world-europe-63754808,https://www.bbc.co.uk/news/world-europe-63754808?at_medium=RSS&at_campaign=KARANGA,"Western leaders say Russia's attacks on Ukrainian infrastructure are illegal, but what does the law say?"
472,2833,Greg Norman: LIV Golf chief fields questions on Saudi Arabia's human rights record,"Wed, 11 May 2022 23:55:58 GMT",https://www.bbc.co.uk/sport/golf/61401351,https://www.bbc.co.uk/sport/golf/61401351?at_medium=RSS&at_campaign=KARANGA,"Greg Norman says ""we've all made mistakes"" as he fields questions on Saudi Arabia's human rights record and the murder of dissident journalist Jamal Khashoggi."
473,3959,Dustin Johnson resigns from PGA Tour to play LIV Golf,"Tue, 07 Jun 2022 13:51:38 GMT",https://www.bbc.co.uk/sport/golf/61718753,https://www.bbc.co.uk/sport/golf/61718753?at_medium=RSS&at_campaign=KARANGA,Two-time major champion Dustin Johnson resigns from the PGA Tour in order to play in the Saudi Arabian-funded LIV Invitational Series.
474,5615,Sri Lanka: Parliament to vote for new president amid crisis,"Wed, 20 Jul 2022 00:17:41 GMT",https://www.bbc.co.uk/news/world-asia-62202901,https://www.bbc.co.uk/news/world-asia-62202901?at_medium=RSS&at_campaign=KARANGA,Acting President Ranil Wickremesinghe is the frontrunner - but deeply unpopular with the public.
475,9772,Cost of living: Deptford charity turns phone box into community hub,"Sun, 30 Oct 2022 01:02:38 GMT",https://www.bbc.co.uk/news/uk-england-london-63380376,https://www.bbc.co.uk/news/uk-england-london-63380376?at_medium=RSS&at_campaign=KARANGA,An old phone box has been helping people struggling with the rising costs of living in Deptford.
476,8651,Chancellor attempts to put tax U-turn behind him,"Mon, 03 Oct 2022 18:59:52 GMT",https://www.bbc.co.uk/news/uk-politics-63122732,https://www.bbc.co.uk/news/uk-politics-63122732?at_medium=RSS&at_campaign=KARANGA,"The chancellor says he wants to focus on delivering growth, after admitting it's been a ""tough day""."
477,11561,Megan Newborough: Man who strangled girlfriend convicted of murder,"Mon, 12 Dec 2022 18:12:03 GMT",https://www.bbc.co.uk/news/uk-england-leicestershire-63943464,https://www.bbc.co.uk/news/uk-england-leicestershire-63943464?at_medium=RSS&at_campaign=KARANGA,Ross McCullam admitted Megan Newborough's manslaughter but had denied murder.
478,6474,The Papers: 'Hopelessly devoted to you' and 'tax-plan tension',"Mon, 08 Aug 2022 23:02:49 GMT",https://www.bbc.co.uk/news/blogs-the-papers-62472380,https://www.bbc.co.uk/news/blogs-the-papers-62472380?at_medium=RSS&at_campaign=KARANGA,The death of Olivia Newton-John and tensions among the rival Tory leadership campaigns lead the papers.
479,2525,Arsenal 3-0 Tottenham: Gunners' victory ensures WSL title will be decided on final day,"Wed, 04 May 2022 20:19:40 GMT",https://www.bbc.co.uk/sport/football/60803627,https://www.bbc.co.uk/sport/football/60803627?at_medium=RSS&at_campaign=KARANGA,The Women's Super League title will be decided on the final day of the season after Arsenal beat rivals Tottenham at the Emirates.
480,2306,Ecuador declares emergency over gang crime,"Sat, 30 Apr 2022 03:42:22 GMT",https://www.bbc.co.uk/news/world-latin-america-61281422,https://www.bbc.co.uk/news/world-latin-america-61281422?at_medium=RSS&at_campaign=KARANGA,"A curfew is imposed and thousands of police and soldiers are deployed to restore ""peace and order""."
481,9199,Castrating Pablo Escobar's hippos,"Sat, 15 Oct 2022 23:09:21 GMT",https://www.bbc.co.uk/news/stories-63242627,https://www.bbc.co.uk/news/stories-63242627?at_medium=RSS&at_campaign=KARANGA,Vet Carlos Valderrama describes castrating Pablo Escobar's hippo in the wild.
482,11455,The Papers: UK 'hostage' to strikes and 'World Cup le crunch',"Fri, 09 Dec 2022 23:20:54 GMT",https://www.bbc.co.uk/news/blogs-the-papers-63925018,https://www.bbc.co.uk/news/blogs-the-papers-63925018?at_medium=RSS&at_campaign=KARANGA,Saturday's front pages focus on the potential impact of upcoming strikes and England's World Cup quarter-final match against France.
483,6271,"China-Taiwan: As China broods, Taiwan is in a 'Pelosi lovefest'","Wed, 03 Aug 2022 10:26:14 GMT",https://www.bbc.co.uk/news/world-asia-62407868,https://www.bbc.co.uk/news/world-asia-62407868?at_medium=RSS&at_campaign=KARANGA,"The US Speaker's visit is celebrated in Taipei, but could it spark a major US-China crisis?"
484,11303,Trump Organization found guilty of tax crimes after New York trial,"Tue, 06 Dec 2022 23:57:50 GMT",https://www.bbc.co.uk/news/world-us-canada-63882140,https://www.bbc.co.uk/news/world-us-canada-63882140?at_medium=RSS&at_campaign=KARANGA,"The business is synonymous with the former president, but neither he or his family were on trial."
485,9244,"Garth Crooks' Team of the Week: Salah, Toney, Mount, Silva, Martinez","Sun, 16 Oct 2022 20:32:00 GMT",https://www.bbc.co.uk/sport/football/63279726,https://www.bbc.co.uk/sport/football/63279726?at_medium=RSS&at_campaign=KARANGA,Which player's form makes him 'a must' for the World Cup in Qatar? Find out in Garth Crooks' latest Team of the Week.
486,6695,Medusa festival: One killed as strong winds cause stage collapse in Spain,"Sat, 13 Aug 2022 14:05:22 GMT",https://www.bbc.co.uk/news/world-europe-62531942,https://www.bbc.co.uk/news/world-europe-62531942?at_medium=RSS&at_campaign=KARANGA,At least 40 others were injured in bad weather at a popular electronic music festival near Valencia.
487,8336,Strictly Come Dancing; How are this year's newly-paired couples feeling?,"Sat, 24 Sep 2022 03:44:27 GMT",https://www.bbc.co.uk/news/entertainment-arts-62983127,https://www.bbc.co.uk/news/entertainment-arts-62983127?at_medium=RSS&at_campaign=KARANGA,"The widely watched dancing competition has paired the celebrities, including comedian Ellie Taylor and actor Will Mellor, with their dancing professionals."
488,1493,Kinder chocolate factory told to shut over salmonella cases,"Fri, 08 Apr 2022 20:20:24 GMT",https://www.bbc.co.uk/news/business-61041760,https://www.bbc.co.uk/news/business-61041760?at_medium=RSS&at_campaign=KARANGA,"Dozens of suspected cases have been reported in countries including the UK, Germany, France and Belgium."
489,15359,The Papers: 'Vegan mob' foiled and 'care homes crisis',"Sat, 01 Apr 2023 23:56:08 GMT",https://www.bbc.co.uk/news/blogs-the-papers-65152419,https://www.bbc.co.uk/news/blogs-the-papers-65152419?at_medium=RSS&at_campaign=KARANGA,"Activists plotting to sabotage the Grand National have been reported to police, the Mail on Sunday reports."
490,12928,The race to make diesel engines run on hydrogen,"Fri, 20 Jan 2023 00:23:22 GMT",https://www.bbc.co.uk/news/business-64248564,https://www.bbc.co.uk/news/business-64248564?at_medium=RSS&at_campaign=KARANGA,"Ordinary diesel trucks could be converted to a hydrogen-diesel mix, according to researchers in Australia."
491,1599,Manchester City 2-2 Liverpool: Rivalry is fierce on the pitch but friendly off it,"Sun, 10 Apr 2022 19:39:28 GMT",https://www.bbc.co.uk/sport/football/61060907,https://www.bbc.co.uk/sport/football/61060907?at_medium=RSS&at_campaign=KARANGA,Premier League title rivalries have often been hostile affairs but Manchester City and Liverpool's battle is underpinned with respect.
492,11409,Children stopped sleeping and eating to play Fornite - lawsuit,"Fri, 09 Dec 2022 00:47:47 GMT",https://www.bbc.co.uk/news/world-us-canada-63911176,https://www.bbc.co.uk/news/world-us-canada-63911176?at_medium=RSS&at_campaign=KARANGA,A Canadian judge approves legal action by parents who say their children were addicted to the video game.
493,8311,Mini-budget: What it means for you and your finances,"Fri, 23 Sep 2022 15:18:14 GMT",https://www.bbc.co.uk/news/business-63001463,https://www.bbc.co.uk/news/business-63001463?at_medium=RSS&at_campaign=KARANGA,"Chancellor Kwasi Kwarteng has delivered what the government calls a ""fiscal event"". Here is how it affects you."
494,5150,Pakistan goat: Long-eared kid becomes star,"Thu, 07 Jul 2022 14:24:34 GMT",https://www.bbc.co.uk/news/world-south-asia-62083035,https://www.bbc.co.uk/news/world-south-asia-62083035?at_medium=RSS&at_campaign=KARANGA,"Simba's ears measure 54cm (21in) each, a length his owner claims breaks global records."
495,8116,What time is the Queen's funeral? Who will wear military uniform? And other questions,"Sat, 17 Sep 2022 22:54:46 GMT",https://www.bbc.co.uk/news/uk-62844663,https://www.bbc.co.uk/news/uk-62844663?at_medium=RSS&at_campaign=KARANGA,The death of Queen Elizabeth II has had a major impact on daily life. What can we expect?
496,9117,West Ham United 2-1 Anderlecht: Jarrod Bowen and Said Benrahma score as Hammers progress,"Thu, 13 Oct 2022 22:44:42 GMT",https://www.bbc.co.uk/sport/football/63234700,https://www.bbc.co.uk/sport/football/63234700?at_medium=RSS&at_campaign=KARANGA,West Ham guarantee a place in the Europa Conference League knockout stage with a win over Anderlecht in Group B.
497,14222,Women 'manipulated' about abortion in pregnancy crisis centres,"Mon, 27 Feb 2023 06:00:45 GMT",https://www.bbc.co.uk/news/uk-64751800,https://www.bbc.co.uk/news/uk-64751800?at_medium=RSS&at_campaign=KARANGA,Investigation finds more than a third of services are giving misleading information or unethical advice.
498,1291,Curious owl inspects TV weather station camera,"Mon, 04 Apr 2022 19:50:29 GMT",https://www.bbc.co.uk/news/world-us-canada-60989415,https://www.bbc.co.uk/news/world-us-canada-60989415?at_medium=RSS&at_campaign=KARANGA,"The camera in Great Falls, Montana, captured the moment the bird peeked into its lens."
499,4500,Is Dominic Raab's quest to reform human rights law almost over?,"Tue, 21 Jun 2022 21:34:10 GMT",https://www.bbc.co.uk/news/uk-politics-61886224,https://www.bbc.co.uk/news/uk-politics-61886224?at_medium=RSS&at_campaign=KARANGA,"The deputy PM says a British Bill of Rights will keep people safer, but it faces angry opposition."
500,120,Ukrainians on way to UK hit paperwork dead-end in Calais,"Mon, 07 Mar 2022 16:52:24 GMT",https://www.bbc.co.uk/news/uk-60652914,https://www.bbc.co.uk/news/uk-60652914?at_medium=RSS&at_campaign=KARANGA,"""No visa for at least another week,"" said Misha, simply. ""No-one can help us in Calais."""
501,13748,Women's T20 World Cup: Best shots from Alice Capsey's 51 against Ireland,"Mon, 13 Feb 2023 16:51:21 GMT",https://www.bbc.co.uk/sport/av/cricket/64627916,https://www.bbc.co.uk/sport/av/cricket/64627916?at_medium=RSS&at_campaign=KARANGA,"Watch the best shots from Alice Capsey's 21 ball half-century against Ireland, as England win by 4 wickets for their second victory at the Women's T20 World Cup."
502,225,Encanto director invites glasses 'hero' schoolgirl Lowri to Baftas,"Wed, 09 Mar 2022 12:59:39 GMT",https://www.bbc.co.uk/news/uk-england-nottinghamshire-60677889,https://www.bbc.co.uk/news/uk-england-nottinghamshire-60677889?at_medium=RSS&at_campaign=KARANGA,The 12-year-old wrote to Disney three years ago asking them to create a lead female character with glasses.
503,14768,Cheltenham stabbing: Man charged with attempted murder after woman attacked,"Wed, 15 Mar 2023 22:48:19 GMT",https://www.bbc.co.uk/news/uk-england-gloucestershire-64970866,https://www.bbc.co.uk/news/uk-england-gloucestershire-64970866?at_medium=RSS&at_campaign=KARANGA,"A woman was attacked outside a leisure centre in Tommy Taylors Lane, Cheltenham, last week."
504,11992,Are teachers in the top 10% of earners in some areas?,"Thu, 22 Dec 2022 18:31:10 GMT",https://www.bbc.co.uk/news/64064200,https://www.bbc.co.uk/news/64064200?at_medium=RSS&at_campaign=KARANGA,Education Secretary Gillian Keegan said teachers are in the top 10% of earners in some parts of the country.
505,706,Omicron vs Zero-Covid: How long can China hold on?,"Mon, 21 Mar 2022 00:00:23 GMT",https://www.bbc.co.uk/news/world-asia-china-60762032,https://www.bbc.co.uk/news/world-asia-china-60762032?at_medium=RSS&at_campaign=KARANGA,China's worst outbreak in two years has got some questioning how long it can hang on to its strategy.
506,11782,World Cup 2022: Argentina and France meet in the final at the Lusail Stadium,"Sat, 17 Dec 2022 19:12:19 GMT",https://www.bbc.co.uk/sport/football/63932622,https://www.bbc.co.uk/sport/football/63932622?at_medium=RSS&at_campaign=KARANGA,"Argentina are aiming to lift the World Cup for the first time since 1986, while France are hoping to win successive tournaments."
507,4704,China and Hong Kong: Five moments in fraught relationship since handover,"Mon, 27 Jun 2022 00:06:56 GMT",https://www.bbc.co.uk/news/world-asia-china-61809659,https://www.bbc.co.uk/news/world-asia-china-61809659?at_medium=RSS&at_campaign=KARANGA,"From the Olympics to mass protests, the 25 years since handover have seen highs and lows."
508,11976,How did Salt Bae get to hold World Cup after final?,"Thu, 22 Dec 2022 18:05:30 GMT",https://www.bbc.co.uk/sport/football/64071206,https://www.bbc.co.uk/sport/football/64071206?at_medium=RSS&at_campaign=KARANGA,"Fifa is investigating how celebrity chef Salt Bae and a number of other people gained ""undue access"" to the pitch at the end of the World Cup final in Qatar."
509,11724,Are nurses striking in your area? Use our look-up to find out,"Thu, 15 Dec 2022 10:25:26 GMT",https://www.bbc.co.uk/news/health-63985539,https://www.bbc.co.uk/news/health-63985539?at_medium=RSS&at_campaign=KARANGA,"As nurses take part in the largest strike in NHS history, use our tool to see if your area is affected."
510,10648,What do scientists actually want?,"Tue, 09 Nov 2021 01:21:41 GMT",https://www.bbc.co.uk/news/science-environment-59212185,https://www.bbc.co.uk/news/science-environment-59212185?at_medium=RSS&at_campaign=KARANGA,We asked climate experts from around the world what they want to see agreed at COP26 this week.
511,8576,Inuit Greenlanders demand answers over Danish birth control scandal,"Fri, 30 Sep 2022 17:26:01 GMT",https://www.bbc.co.uk/news/world-europe-63049387,https://www.bbc.co.uk/news/world-europe-63049387?at_medium=RSS&at_campaign=KARANGA,Denmark and Greenland agree to investigate traumatising birth control procedures on Inuit Greenlanders.
512,15163,Teachers' strikes: NEU urges teachers to reject new pay deal,"Mon, 27 Mar 2023 22:43:24 GMT",https://www.bbc.co.uk/news/education-65037422,https://www.bbc.co.uk/news/education-65037422?at_medium=RSS&at_campaign=KARANGA,"Schools in England could face further strikes, as the NEU is unhappy with the government's offer."
513,9552,Diwali 2022: India celebrates the festival with a dazzling display of lights,"Sun, 23 Oct 2022 23:15:45 GMT",https://www.bbc.co.uk/news/world-asia-india-63326532,https://www.bbc.co.uk/news/world-asia-india-63326532?at_medium=RSS&at_campaign=KARANGA,Millions of Indians are illuminating their surroundings with lamps and fireworks to celebrate the festival.
514,5314,Sir Mo Farah 'relieved' Home Office won't take action over citizenship,"Tue, 12 Jul 2022 21:00:11 GMT",https://www.bbc.co.uk/news/uk-62137599,https://www.bbc.co.uk/news/uk-62137599?at_medium=RSS&at_campaign=KARANGA,It comes after Sir Mo Farah revealed he was trafficked to the UK as a child.
515,2997,Harry Styles' new album Harry's House charms music critics,"Mon, 16 May 2022 15:02:07 GMT",https://www.bbc.co.uk/news/entertainment-arts-61463365,https://www.bbc.co.uk/news/entertainment-arts-61463365?at_medium=RSS&at_campaign=KARANGA,"Harry's House is praised for its ""abundant charm"", with ""really well-crafted pop songs""."
516,11966,Young Sports Personality of the Year 2022: Gymnast Jessica Gadirova wins award,"Wed, 21 Dec 2022 19:33:14 GMT",https://www.bbc.co.uk/sport/sports-personality/63976879,https://www.bbc.co.uk/sport/sports-personality/63976879?at_medium=RSS&at_campaign=KARANGA,Britain's teenage world champion gymnast Jessica Gadirova is named BBC Young Sports Personality of the Year.
517,14725,Budget: Jeremy Hunt to expand free childcare to one and two-year-olds,"Tue, 14 Mar 2023 23:34:30 GMT",https://www.bbc.co.uk/news/uk-politics-64959611,https://www.bbc.co.uk/news/uk-politics-64959611?at_medium=RSS&at_campaign=KARANGA,"The plans, aimed at encouraging parents to return to work, are expected to be announced in the Budget."
518,4645,Abortion: What does overturn of Roe v Wade mean?,"Fri, 24 Jun 2022 16:37:27 GMT",https://www.bbc.co.uk/news/world-us-canada-61804777,https://www.bbc.co.uk/news/world-us-canada-61804777?at_medium=RSS&at_campaign=KARANGA,Abortion restrictions will vary by state now the 50-year-old landmark ruling has been reversed.
519,5564,‘It’s like an oven’: Life in Britain’s hottest neighbourhoods,"Mon, 18 Jul 2022 20:47:18 GMT",https://www.bbc.co.uk/news/uk-62126463,https://www.bbc.co.uk/news/uk-62126463?at_medium=RSS&at_campaign=KARANGA,"Exclusive BBC analysis shows that millions of people live in heat hotspots, and deprived areas are those most affected."
520,2787,Canada MP regrets calling into debate from toilet,"Wed, 11 May 2022 00:32:59 GMT",https://www.bbc.co.uk/news/world-us-canada-61402984,https://www.bbc.co.uk/news/world-us-canada-61402984?at_medium=RSS&at_campaign=KARANGA,Opposition MPs noticed the familiar background on Liberal MP Shafqat Ali's screen.
521,3055,MOTD Top 10: Could trophies be on their way to Spurs at last?,"Tue, 17 May 2022 05:03:48 GMT",https://www.bbc.co.uk/sport/av/football/61427271,https://www.bbc.co.uk/sport/av/football/61427271?at_medium=RSS&at_campaign=KARANGA,"This week's MOTD Top 10 features the best Premier League players from around the world. Could keeping one of those players, Son Heung-min, be the key to Tottenham winning trophies?"
522,6964,Chandrashekhar Harbola: They waited 38 years for him - then his body came from Siachen,"Fri, 19 Aug 2022 23:06:57 GMT",https://www.bbc.co.uk/news/world-asia-india-62601892,https://www.bbc.co.uk/news/world-asia-india-62601892?at_medium=RSS&at_campaign=KARANGA,Indian soldier Chandrashekhar Harbola went missing in 1984 during an operation in the Siachen glacier.
523,1748,Sunken Russian warship Moskva: What do we know?,"Thu, 14 Apr 2022 21:06:38 GMT",https://www.bbc.co.uk/news/world-europe-61103927,https://www.bbc.co.uk/news/world-europe-61103927?at_medium=RSS&at_campaign=KARANGA,"Russia claims the Moskva sank after an explosion of ammunition, but the ship is thought to have been hit by Ukrainian missiles"
524,9887,Itaewon crush: First emergency call came hours before crush,"Tue, 01 Nov 2022 13:10:26 GMT",https://www.bbc.co.uk/news/world-asia-63467204,https://www.bbc.co.uk/news/world-asia-63467204?at_medium=RSS&at_campaign=KARANGA,"Police did almost nothing to stop a huge, unmanageable crowd from gathering."
525,4043,Derby County: Administrators give Chris Kirchner Friday deadline to prove he can buy club,"Thu, 09 Jun 2022 21:12:35 GMT",https://www.bbc.co.uk/sport/football/61731404,https://www.bbc.co.uk/sport/football/61731404?at_medium=RSS&at_campaign=KARANGA,American businessman Chris Kirchner is given until 17:00 BST on Friday to provide evidence that he can complete the purchase of Derby County.
526,53,Covid: Five things we still need to keep an eye on,"Sat, 26 Feb 2022 00:50:33 GMT",https://www.bbc.co.uk/news/health-60494159,https://www.bbc.co.uk/news/health-60494159?at_medium=RSS&at_campaign=KARANGA,"The UK is moving to its ""living with Covid"" phase, but the virus still needs to be watched closely."
